name,dividend_yield_ttm,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,price,gdp_per_capita_usd,gdp_growth_percent,inflation_percent,interest_rate_percent,unemployment_rate_percent,exchange_rate_to_usd,inflation,interest_rate,unemployment,pc_class
Teleflex,6.21693313123726e-09,United States,478134653.8,11327393585.13658,28.7012,3844317747.8,240.40734522136,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Martin Marietta,2.223340235202826e-09,United States,3616895190.0,31562629425.27025,31.1985,8457571130.0,516.42878999204,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Martin Midstream Partners,5.093535792901962e-07,United States,85213483.2,137493586.5722068,-26.0714,924269517.9,3.52537709512,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Trinseo,3.812853111231234e-07,United States,-93556920.0,183173903.7474932,-0.21803,4525113050.0,5.1808435382124,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Cboe,3.361645291004384e-09,United States,1414984510.0,20642694577.47185,33.1046,4867899470.0,197.28477677608,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
BGC Group,1.5585060807017975e-08,United States,339053089.9,4418534786.787025,232.0,2652292670.4,8.94978328844,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
RCI Hospitality Holdings,1.7502640200033897e-07,United States,5967448.9,392422665.1237851,11.0272,380388122.0,43.61923759404,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Equifax,1.964184547021887e-09,United States,977363070.0,34956329533.34446,68.3271,6985455550.0,282.50735953684,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
PulteGroup,2.3604782341226283e-09,United States,4743744836.0,28742597999.518494,11.5833,21530872600.0,138.50252222872,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Alamo Group,3.18568391729632e-08,United States,241224759.7,2126859487.287222,17.2796,2146025757.5,176.35650225284002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
FirstService,8.491318590950024e-09,Canada,233345273.2,7928167306.282646,60.7273,5945558881.3,175.64558366736,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Electronic Arts,1.806810066059376e-09,United States,1823848700.0,37166131693.33164,39.6301,9327573800.0,140.6742324282,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
LPL Financial,3.936120913157382e-09,United States,1972006052.0,16878324682.030329,15.4318,13970366629.4,225.758526916168,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Buenaventura Mining Company,1.9357109381248068e-08,Peru,239081386.0,3423297257.605696,37.0526,1264040900.0,13.47823729184,7.0,2.4,3.2,7.75,6.0,3.8,-3.2,-7.75,-6.0,0
Hawkins,2.5596827634609044e-08,United States,138234183.6,2547549023.2950497,37.8973,1180863430.1,121.86897505064,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
McKesson,1.053997764631224e-09,United States,4833774200.0,61593515800.96965,19.1621,401005153100.0,474.9763932921,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Texas Pacific Land Trust,3.268574419894293e-09,United States,731705859.5,19850785279.68727,17.3903,857732910.0,863.89268329808,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
KKR & Co.,5.48613264290842e-10,United States,9289767602.0,118124243429.96655,92.4056,27292879706.0,128.11629385318,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Morguard,7.007551581411804e-08,Canada,402955533.7,919933404.000893,-4.10015,1104515623.0286,85.0734846300244,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Carpenter Technology,8.380438616679987e-09,United States,349560350.0,7672972200.048685,72.9404,3527044760.0,153.620741572544,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Mesa Laboratories,9.513231299890945e-08,United States,-346117148.6,673221093.2444603,375.647,285926307.2,124.4594455128,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Alamos Gold,7.856974745786626e-09,Canada,440049830.0,8145754235.02807,39.1569,1432750100.0,19.36035819088,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Badger Meter,1.0306218008862049e-08,United States,188504412.8,6193742980.704536,74.0548,998925895.1,210.58771907424003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
PROG Holdings,3.2154643257017015e-08,United States,200055880.6,1979592371.1922743,14.5589,3060166332.9,46.77454748028,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Constellation Energy,8.170767111899573e-10,United States,4524474000.0,77298706675.92252,107.071,30090308300.0,247.206843253992,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Brown &amp; Brown,2.2122785937830707e-09,United States,1670987940.0,28422184803.803062,39.0304,5661088330.0,99.63572668556,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Crane Co.,7.179265669240202e-09,United States,431358750.0,8709041714.097357,28.3438,2823961950.0,152.22909409494,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Monolithic Power Systems,1.4180778271829431e-09,United States,621763697.5,43847059257.33262,97.47,2420970629.5,899.3899195182801,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Powell Industries,2.413240614169591e-08,United States,194860404.1,2552735635.986225,70.6742,1208998245.4,212.94446287816,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
PC Connection,3.1613469793926186e-08,United States,153838506.5,1933887403.645458,25.255,3525071373.6,73.5508577649,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Group 1 Automotive,1.2094347568811528e-08,United States,948605820.0,5038257717.773513,8.52302,23455563390.0,375.85194367144,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Federal Signal,1.0948500195054953e-08,United States,332050380.0,5523058912.42636,42.0814,2313488810.0,90.325614799,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Orion Engineered Carbons,6.036914007225606e-08,United States,219449770.0,999661195.7329262,9.21762,2446666830.0,17.13021632684,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Rumo,9.28240789830278e-09,Brazil,-63826396.85,6494671244.841856,43.9461,3113076935.2098,3.50936681903056,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Agilent Technologies,1.454626783900556e-09,United States,1968274000.0,41362634880.58616,38.658,8303815700.0,143.95614425432,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
HealthSouth,6.405457312996019e-09,United States,861695020.0,9352130828.8886,27.1983,6481117290.0,92.94043178806,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Old Dominion Freight Line,1.461883072534834e-09,United States,2161739997.0,40889706750.86304,17.3926,7629741925.7,190.80860062068,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Materion,2.628103356856413e-08,United States,112148162.6,2270906660.284013,22.0451,2090029640.3,109.45711563702,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Minerals Technologies,2.5209176189994745e-08,United States,231336100.0,2344419241.4132323,38.0352,2745358800.0,72.87889362246,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Casey's General Stores,4.462660045905448e-09,United States,929153138.0,13195619254.939695,30.0572,19288317061.9,362.51004693024,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Preformed Line Products,9.554378618419057e-08,United States,67156486.4,614804075.5550433,8.76174,748538436.5,125.12167104448,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Excelerate Energy,2.4943495482877035e-08,United States,285890520.4,2317494678.3093166,20.4722,1148987616.1,21.6440624141,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Balchem,1.0433705108932753e-08,United States,216434732.1,5525764407.567904,54.2911,1191683824.7,170.31856358164,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Inter &amp; Co,1.9514907261905952e-08,Brazil,229532700.9,2915142843.186839,211.523,1361814321.7459,6.641732538319999,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
ArcBest,2.22213901700354e-08,United States,214866503.4,2525889854.3479643,14.4005,5536901743.5,106.82282142644,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Intuit,3.277383634407462e-10,United States,4863170500.0,170123002429.8954,72.8147,20813858500.0,606.29669008532,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Bentley Systems,3.7163347410134606e-09,United States,324207958.4,14882195806.967987,99.6863,1642809669.3,49.2530239187,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Virco Manufacturing,2.5246615441799605e-07,United States,47466077.8,218838535.00032467,8.62112,360433146.7,13.43441354342,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Sirius XM,6.1319419490432966e-09,United States,2028344700.0,8976819915.685627,76.1875,11373811900.0,23.31423415944,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Apple,1.5835219650762672e-11,United States,155448912500.0,3437964633308.888,34.5561,492839194300.0,226.0818487934,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Simpson Manufacturing Company,6.965672559597239e-09,United States,569506022.8,7774005939.367765,22.8684,2823771513.1,184.38111751908,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
VersaBank,1.5859406253115118e-07,Canada,59589878.78,340170265.9543342,13.1605,106320116.067,13.02052258612,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
First Quantum Minerals,4.7268184753826235e-09,Canada,-1161792900.0,11353841297.164633,15.876,7047443400.0,13.6129222786508,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Carrols Restaurant Group,1.0961482078619301e-07,United States,51017917.7,488885271.9517472,-30.7742,2407344805.4,9.29063466504,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Toll Brothers,3.554259484352169e-09,United States,2645066293.0,15045885742.286257,11.0648,13462770492.5,149.01048323876,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Progressive,3.74359042522761e-10,United States,11493314250.0,142764094169.70486,54.3507,86656458100.0,243.708734269,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Alpha Metallurgical Resources,1.7105269575897257e-08,United States,668025805.1,3097959472.364547,4.71904,4307007841.2,238.0116469744,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Primoris Services Corporation,1.7732480326914798e-08,United States,277741354.8,2980944065.098919,24.7991,7696024191.7,55.53929716428,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Booking Holdings (Booking.com),3.825673182619137e-10,United States,8204123900.0,137625978949.81155,29.3134,28628161900.0,4105.25293421344,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
John Bean Technologies,1.7201208802708653e-08,United States,197466450.0,3038350324.063864,5.57697,2099662680.0,95.42377753186,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Bio-Techne,4.274045857176772e-09,United States,257442570.6,12155994103.98445,50.1401,1481394586.0,76.62338945968,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Wabtec,1.668905987581526e-09,United States,1992557900.0,31092050778.243835,43.3976,13058347700.0,177.483259517772,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
TransUnion,2.6281791914516112e-09,United States,341891750.0,19654408016.77965,-81.1875,5093228500.0,101.15494996412,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Interactive Brokers,8.98763010691196e-10,United States,9363360600.0,56870253806.6086,24.8249,11024890600.0,134.50482251174,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Roper Technologies,8.647791176638451e-10,United States,2337005850.0,58258706334.28491,20.1309,8402740640.0,543.4631734618,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Grupo México,1.1257614591754431e-09,Mexico,8578837258.0,44522385947.29583,12.1957,19487673821.8,5.599701187,10.0,2.3,4.4,11.25,2.9,18.5,-4.4,-11.25,-2.9,0
Fortive,1.8612126103137751e-09,United States,1454861230.0,26878510849.744453,33.8462,7866833310.0,76.72077556728,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Mastercard,1.0998021395537283e-10,United States,18633419900.0,444940166418.08325,42.8507,33729059000.0,481.68629610574,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Advanced Energy,1.2845620242513084e-08,United States,134702793.3,3801221172.5206046,29.1643,1926970920.4,100.90174608436,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Danaher,2.527200407668681e-10,United States,5737390900.0,192791178460.3809,34.3441,26974300500.0,266.96453676388,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Hyatt Hotels,3.220295323675448e-09,United States,1422525300.0,15038404494.755194,34.5742,8561991900.0,152.39951978324,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Morningstar,3.616924460577267e-09,United States,414360020.0,13198204084.798914,189.982,2772071090.0,308.09069000336,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
ReposiTrak,1.4893436984950725e-07,United States,7800576.606,319812549.36741245,65.5926,25657279.7988,17.5490739756276,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
HealthStream,5.6851953015169566e-08,United States,29029485.3,837611211.303397,66.1628,364560131.6,27.54566053466,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Advanced Drainage Systems,3.860903322529952e-09,United States,830729213.2,11978357854.787031,26.715,3721524290.3,154.51279831816,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Bel Fuse,4.666253823347306e-08,United States,102890884.3,989966899.5473284,13.2201,715719384.7,75.44501755772,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
VSE Corporation,3.1053501260330446e-08,United States,56414055.9,1486384122.133249,34.4689,1245094345.6,80.69403137125241,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Hecla Mining,1.11262142194939e-08,United States,-50510512.0,4054334054.701664,-84.8939,994081896.1,6.52973851458,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Sylogist,2.3504974310128002e-07,Canada,2134375.876,190437923.77476645,150.157,62980828.8958,8.15625206788292,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Eagle Materials,4.764883008254067e-09,United States,809576658.2,9371237827.381948,20.8016,2896768916.5,278.74825578348003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Entegris,2.666105234874836e-09,United States,232118297.2,16694702038.679873,85.7164,4197544966.7,110.57705587442,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Universal Health Services,3.2052165173826757e-09,United States,1820359487.0,13874602801.034588,23.9002,19193874418.6,207.973875946256,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Teradyne,2.0517179504969033e-09,United States,736684059.0,21282916645.25548,41.3006,3456019464.9,130.42921390868,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
ICF International,1.4389761616697741e-08,United States,203194894.2,3001586304.9378304,48.312,2538736041.6,160.02485200831998,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Cemex,4.840666131607701e-09,Mexico,1626791242.0,8914339232.825464,0.76039,22261701682.9,5.97463770126,10.0,2.3,4.4,11.25,2.9,18.5,-4.4,-11.25,-2.9,0
Murphy USA,4.3135564429229875e-09,United States,888023880.0,9845167179.781404,20.687,27047407820.0,480.43488462308,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
QCR Holdings,3.571342969817563e-08,United States,158299075.5,1187481008.9204736,10.8767,440741282.1,70.50754190239999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
CTS Corporation,2.95448055729974e-08,United States,91056956.4,1430663811.4630764,25.3298,658423439.8,47.11539885688,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Micron Technology,3.58599272778065e-10,United States,-1499211300.0,114421546458.0547,-20.1245,27314275100.0,103.19031961296,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Loews Corporation,2.432462688605772e-09,United States,2690400500.0,16781959991.089472,13.5334,21036247900.0,76.45296377138,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Onex,7.752119612727829e-09,Canada,1032704800.0,5175285366.357074,40.2776,1459590200.0,67.8563025090976,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Walt Disney,2.3495098203848914e-10,United States,12355392700.0,169977613728.20187,77.4274,115064786800.0,93.5150098229,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Tradeweb,1.524899099412857e-09,United States,804684091.4,26160037844.707027,69.9713,1932547270.7,119.8336054018,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
First Citizens BancShares,1.523817403923998e-09,United States,4720023300.0,25768795125.24485,2.40447,12490871300.0,1792.13810649824,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Pathward Financial,2.4603771104065693e-08,United States,249621876.7,1593473688.0039265,10.8126,770066752.9,63.79763908876,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
First Majestic Silver,2.12299534795271e-08,Canada,-68368125.2,1815634429.3062773,-10.8621,657931371.3,5.99898422816,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
TC Bancshares,5.695608288626977e-07,United States,-68976.5008,67631309.43698718,184.333,18827861.0873,16.15635525084,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Aaon,4.5389154371234495e-09,United States,307305085.9,8414216538.963309,57.7825,1526400321.3,103.8622837554,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Pebblebrook Hotel Trust,2.42188004551304e-08,United States,-117604371.5,1557876307.7015848,-14.8901,1841826454.6,12.9280057839,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Vontier,7.425713518858849e-09,United States,744109820.0,5080221812.24644,15.5413,3842735460.0,33.05284491944,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Seaboard,1.2244212970866956e-08,United States,250507600.0,2979808465.175417,9.50537,11592367000.0,3068.62651186524,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Churchill Downs,3.8014470789129095e-09,United States,702699380.0,9583176922.830605,27.9499,3342614930.0,130.53146932166,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Bruker,3.522884678758792e-09,United States,619367260.0,10261596034.62716,32.5853,3987288570.0,67.7807308896,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
DigitalBridge Group,1.3680300958341804e-08,United States,1026601872.5,2596980404.0266013,-1.29614e+17,780943383.9,13.9505599137,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
J.Jill,9.62288730847062e-08,United States,98366410.3,368795206.07874906,11.9479,787727538.7,24.44878231298,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Kadant,8.9572725646641e-09,United States,217179864.4,3832513868.7221966,34.1222,1286536738.1,326.32136934608,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Chemed,3.9023289311004506e-09,United States,496939339.1,8747925852.158585,36.7509,2985075401.7,583.38173896704,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Comfort Systems,2.4883104537418886e-09,United States,682630653.8,13497116921.039854,48.6372,7774677187.6,378.8270892586201,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Jabil,2.495023130499425e-09,United States,2387490800.0,13398974162.339012,19.9251,38824843700.0,118.10987129728,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
IDT Corporation,3.507009568377519e-08,United States,77693142.8,948324288.3020242,19.8093,1534682409.3,37.42548115068,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
TriNet,7.169800862140446e-09,United States,604541300.0,4632091395.364816,15.9817,6335541700.0,93.25206733238,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Hilton Worldwide,5.858983285448124e-10,United States,2923014700.0,55848264734.3775,46.872,13811148600.0,226.63208030134,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
West Pharmaceutical,1.4777007597879699e-09,United States,781302530.0,21970732690.60135,41.4115,3676965890.0,302.870794636,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Marvell Technology Group,5.368524280196633e-10,United States,-790888280.0,60365043499.09175,-161.341,6746962090.0,69.68949859856001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Live Oak Bank,1.5538406852444482e-08,United States,151338542.9,2080629476.1752844,35.403,597670234.4,46.19996944544,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
UL Solutions,3.3597265175904727e-09,United States,521464800.0,9606502220.051868,38.0769,3527556000.0,48.03082826832,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Curtiss-Wright,2.6173351545110126e-09,United States,650725443.5,12146157390.355043,36.3043,3844620657.5,317.1378593994,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Ferrum S.A. de Cerámica y Metalurgia,2.1896692717463064e-08,Argentina,28662159.36,1447039400.3716488,427.837,148834305.3336,0.152802698268704,8.5,-2.8,147.5,97.0,9.5,350.0,-147.5,-97.0,-9.5,0
Veralto,1.1846987537214515e-09,United States,1453199700.0,26408592371.45452,33.3207,6488913700.0,106.87151448024,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
ESAB,5.015903182864539e-09,United States,552412713.4,6220130284.130045,30.0028,3536682912.1,102.9127692063,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Thermo Fisher Scientific,1.3532380467246183e-10,United States,8766487900.0,227503337306.5148,40.0535,54122422600.0,595.18980451354,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
StorageVault Canada,2.224304598556796e-08,Canada,-34358778.87,1355399177.3231585,668.917,279355540.1417,3.63297900540724,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Revvity,1.877277841829547e-09,United States,259700973.3,15122239940.963211,21.1874,3461407934.5,122.6091094684,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
General Electric,1.4461514460206382e-10,United States,8601613000.0,194366632259.3357,21.6819,79133561500.0,179.26347756470005,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Boyd Group,8.988059891941519e-09,Canada,182534407.7,3104163979.2604017,44.1635,3889925468.2,144.56578128789602,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Interface,2.6379490467550466e-08,United States,154354858.9,1053270674.2072276,230.0,1626384806.2,18.0651229598,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Wingstop Restaurants,2.332254833782714e-09,United States,185686202.3,11721011715.37193,178.113,697393986.9,399.97448252396,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Arcosa,6.111652545828451e-09,United States,273002160.0,4425923790.196968,15.9628,3114985320.0,90.72489784016,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
CSW Industrials,4.5203085843298856e-09,United States,193975958.9,5965096231.145312,58.5927,1042491211.7,358.77042039840006,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Acuity Brands,3.315719200373498e-09,United States,699887560.0,7994853323.832108,24.7934,5001844350.0,259.86508951984,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Colliers International,3.4533446989203873e-09,Canada,466378690.0,7486446110.659751,344.907,5665239598.8,144.53072228916,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Walmex,4.967815239324073e-10,Mexico,5803724290.0,51455214754.48028,18.3643,68082935904.0526,2.9215832280000003,10.0,2.3,4.4,11.25,2.9,18.5,-4.4,-11.25,-2.9,0
